упряжка;Несколько животных,запряженных вместе?
дороги;"Несколько лет назад в газетах были напечатаны восторженные отзывы каких-то японцев о нашем джипе УАЗ-469. Те же, повосхищавшись, заметили - ""и чего только русские не придумают, лишь бы не делать ...""?"
гарем;Несколько любовниц одним словом?
гром;Нескромный соавтор молнии?
жук;Несостоявшийся жених Дюймовочки?
сегодня;"Нет, нет, нет, нет, мы хотим ..., нет, нет, нет, нет, мы хотим сейчас (""Программа телепередач"")?"
женщина;Неудавшийся мужчина?
борода;Неудача?
танкер;Нефтеналивное судно?
дефицит;Нехватка чего-либо?
виссарион;"Нечасто встречаемое мужское имя, означающее буквально ""житель леса"", что как-то не вяжется с личностью Белинского?"
серой;Нечистая сила по традиции пахнет ... ?
эквивалент;Нечто равнозначное, равноценное другому, заменяющее его?
аналог;Нечто, похожее в некотором отношении на др. предмет, явление или понятие?
бас;Ниже баритона?
цоколь;Нижняя часть здания, лежащая на фундаменте?
рампа;Низкий бортик, скрывающий осветительные приборы на сцене?
подлость;Низкий в нравственном отношении, бесчестный поступок?
комод;Низкий шкаф для белья?
поземка;Низкорослая метелица?
причетник;Низший служитель в православной церкви?
рембо;Никогда не показывай мне драгоценностей - извиваясь я поползу по ковру...- автор этих строк?
глупостью;Никогда ничего не замышляйте против России, потому что на каждую вашу хитрость она ответит своей непредсказуемой ...  (Отто фон Бисмарк)?
спартак;Николай Бухарин был редактором газеты ... ?
макароны;Николай Васильевич Гоголь, вернувшись из-за границы, удивил друзей умением готовить ... ?
спартак;Николай Бухарин был редактором газеты?
темноты;Никтофобия - это навязчивый страх ... ?
шантрапа;Никчемный, никуда не годный человек?
ирис;Нитки для вязания?
любовь;Ницше считал, что есть всего два способа избежать страданий. Это быстрая смерть и долгая ... ?
азазелло;Ничего страшного в рыжеватом маленьком человеке не было, разве что вот глаз с бельмом.... Его звали ... ?
альков;Ниша в стене спальни для кровати или ложа?
малинин;Но в начале осени клены листья сбросили. Облака холодные надо мной летят... - кто пел?
коломба;Новелла П.Мериме?
неофит;Новичок в чем-либо, новый сторонник учения?
папарацци;Новомодное слово: люди, следящие с помощью оптики за звездами?
арарат;Ноев ковчег и гора?
мат;Нокаут гроссмейстеру?
ария;Номер в опере, исполняемый одним певцом.
гамсун;Норв. писатель, Ноб. лауреат (1920 г.)?
лимит;Норма,больше которой не дадут?
дискета;Носитель информации, гибкий магнитный диск на пластиковой основе в защитном корпусе?
ген;Носитель наследствености?
пижонство;Ношение смокинга с кроссовками или шляпы с лаптями?
кайенский;Ну о-о-очень острый перец?
зеро;Нуль (англ.)?
архимед;"Нумерации больших чисел посвятил он свой труд ""Исчисление песка""?"
дунай;Нынешнее название реки, которую в античном мире знали как Истр?
юлиан;"Нынешний ""исполнительный"" любимчик А.Пахмутовой?"
россия;"О каком государстве писал Карамзин: ""В целом государстве едва ли найдешь человек сто, которые совершенно знают правописание""?"
пастернак;"О ком из русских поэтов ходило выражение, что ""он похож одновременно и на бедуина, и на его лошадь""?"
чертом;"О нем русская пословица говорила: ""С остроголовым не шути - перетянет."" С кем?"
гавриил;О предстоящем рождении Иисуса Христа Деву Марию возвестил архангел ... ?
будущее;О чем никогда не думал Эйнштейн и что наступало достаточно быстро?
гавриил;О предстоящем рождении Иисуса Христа Деву Марию возвестил архангел?
донос;Обвинительное сообщение представителю власти о чьей-либо деятельности?
веревка;Обед, сон, прогулка, топор, шмель, суд, море, медведь, солнце. Все это было на одном острове. А что было последним?
анестезия;Обезболивание при хирургич. операциях?
обрат;Обезжиренное молоко?
амулет;Оберег, предмет, предохраняющий бед и несчастий?
инфляция;Обесценивание денег и рост цен?
зарок;Обет атеиста?
шкварки;Обжаренные кусочки сала?
дайджест;Обзор прессы?
жилье;Обитаемое место,где живут люди?
слеза;Обиходный эталон прозрачности?
купаются;Обладавшие сильной волей переплывают море, а что делают слабые?
гулька;Обладатель носа легендарно малых размеров?
саратов;Областной центр в РСФСР?
челябинск;Областной центр в РФ?
кустанай;Областной центр Казахстана?
белгород;Областной центр России?
иркутск;Областной центр России?
чита;Областной центр Российской Федерации?
чарджоу;Областной центр Туркмении?
тоскана;Область в Центральной Италии?
земгалия;Область на юге Латвии?
циклон;Область пониженного давления в атмосфере с минимумом в центре?
аркадия;"Область в Древней Греции, известная как ""райская страна""?"
сфера;Область, пределы распространения чего-нибудь?
холодок;Облегчитель понимания с помощью свежего дыхания, но отечественного производства, абсолютно не уступающий своему разрекламированному импортному аналогу?
суперобложка;Обложка, надеваемая на книгу, с целью улучшения ее внешнего вида, защиты книги от повреждений, иногда на суперобложке размещают рекламу. Суперобложка крепится на переплете или обложке с помощью клапанов?
галюцинация;Обман зрения, слуха,обоняния вследствии психического растройства?
недовес;Обман со стороны продавца.
финт;Обманчивое движение в спортивной игре?
метаболизм;Обмен веществ - это то же, что и ...
белов;Обнаружив у него порок сердца, врачи поставили крест на его занятиях спортом, а он стал не только Олимпийским чемпионом, но и одним из лучших баскетболистов современности. Это ... ?
стан;Обнял персиянки:?
клинкер;Обоженное до спекания цементное сырье?
терракота;Обожженная цветная глина?
караван;Обоз из верблюдов или др. вьючных животных, везущих груз в пустыне?
пожитки;"Обоз обычный, три кибитки Везут домашние ..., Кастрюльки, стулья, сундуки, Варенье в банках, тюфяки. ( А. Пушкин, ""Евгений Онегин"" )?"
караван;Обоз из верблюдов или др. вьючных животных, везущих груз в пустыне?
блиндаж;Оборонительная постройка с мощным покрытием?
метафора;Оборот речи - употребление слов и выражений в переносном смысле на основе аналогии, сходства, сравнения?
жадность;Обостренное чувство бережливости - это ... ?
вимси;Образ детектива, созданный Дороти Сайерс?
трафарет;Образец букв, рисунков?
идеал;Образец, нечто совершенное, высшая цель стремлений?
литота;Образное преуменьшение, напр. мальчик с пальчик?
идиома;Образное выражение, словосочетание?
ассимиляция;Образование в организме сложных веществ из более простых?
лактация;Образование и выделение молока в железах человека и млекопитающих животных в период вскармливания потомства?
коня;Обращаясь с молитвой к Господу, Булат Окуджава просил дать трусливому ... ?
сеньорита;Обращение в Испании к девушке?
сир;Обращение в средневековой Франции?
молитва;Обращение к богу?
дон;Обращение к испанцу?
сэр;Обращение к мужчине на родине Шерлока Холмса?
интроверсия;Обращенность внимания внутрь себя, необщительность, замкнутость?
кувшин;"Обряд известный угощенья: Несут на блюдечках варенья, На столик ставят вощаной ... с брусничною водой ( А. Пушкин, ""Евгений Онегин"" )?"
инициация;Обряд посвящения?
валенок;''Обувной'' синоним тупицы.
валенок;Обувной синоним тупицы?
полигон;Обширный участок суши или моря, оборудованный для учебных стрельб?
аврал;Общая судовая работа?
декаданс;Общее название пессимистичных по духу направлений в искусстве конца 19 - начала 20 в?
оккультизм;"Общее название учений, признающих существование скрытых сил в человеке и космосе, доступных лишь для ""посвященных"", прошедших специальную психическую тренировку?"
кубрик;Общее помещение на судне для отдыха и сна команды?
бурса;Общежитие при духовной семинарии?
кошара;Общежитие?
ушами;Общеизвестно, что мужчина любит глазами, а женщина ... ?
плотность;Общеизвестно: тела расширяются при нагревании. Однако, вода расширяется при замерзании: причина - аномально снижается ... ?
авторитет;Общепризнанное значение, влияние лица или организации?
популизм;Общественное движение, апеллирующее непосредственно к широким массам и утверждающее, что они сами, имея сильного лидера, способны решать свои социальные проблемы?
общепит;Общественное питание?
вечерня;Общественное богослужение, совершаемоевечером?
капитализм;Общественно-экономический строй?
стать;Общий склад фигуры животного?
нация;Общность людей, складывающаяся в процессе формирования общности их территории, экономических связей, литературного языка, этнических особенностей культуры и характера. Складывается из различных племен и народностей?
ухо;Объект изучения в отиатрии?
фолиант;Объемистая книга большого формата.
соль;Обыденное название хлорида натрия (NaCl)?
шмон;Обыск на тюремном жаргоне?
шмон;Обыск по фене?
вендетта;Обычай кровной мести за убитого родственника на островах Корсика и Сардиния?
традиция;Обычай, установившийся порядок в поведении, в быту?
варенье;Обычно его варит бабушка?
жемчуг;Обычно он ассоциируется с южными морями, а вот в России его промышляли на северных реках. Что это?
витрина;Обычное место для работы манекена?
приказ;Обязательное для исполнения официальное распоряжение начальника?
дисциплина;Обязательное подчинение уставному порядку?
вареник;Овощная культура?
гарнир;Овощная приправа к мясным или рыбным блюдам?
лог;Овраг с пологими склонами и плоским дном?
суягная;Овца ожидающая потомство?
пожар;Огненное буйство?
укроп;Огородная приправа?
огурчик;"Огородный ""аналог"" здорового, хорошо выглядящего человека (разг.)?"
парапет;Ограждение высотой примерно около метра?
эскимо;Огромное количество этого лакомства съел, пожалуй, самый старый из футбольных болельщиков на свете. Что за лакомство?
мегаполис;Огромный город со спутниками?
фуфайка;Одежда, в которой мосье Трике спал на полу в доме Лариных после бала (Онегин)?
балахон;Одежда, скроенная на одного, как на двоих?
свежесть;"Одеколон, который члены бригады Венички выпили весь от Долгопрудной до Шереметьева (""Москва-Петушки"" В. Ерофеев)?"
конверт;Одеяло для грудных детей, упаковка для письма?
караван;Один да другим, нагруженные, бредут по пустыне верблюды - это ... ?
софокл;"Один из ""трех китов"" античной трагедии?"
андрей;Один из 12-ти апостолов, брат Петра. Первый, кого призвал Христос, потому имел прозвище Первозванный?
симон;Один из 12-ти апостолов, звали его и Кананит и Зилот (ревнитель), но известен как апостол ... ?
иаков;Один из 12-ти апостолов, сын Алфея (Клеопы), в отличие от другого апостола, сына Зеведеева, имел прозвище Меньший?
иуда;Один из 12-ти апостолов, сын Иаковлев. Звали его также и Левей и Фаддей, но известен как апостол ... ?
варфоломея;Один из 12-ти апостолов, сын Фоломея, потому из Нафанаила был переименован в ... ?
вишна;Один из верховных богов индуизма?
шива;Один из верховных богов индуизма?
собака;Один из видов млекопитающих склонен наносить рваные раны окружающим лишь в том случае, если условия обитания его представителей омонимичны названию этого вида. Что это за вид?
катушка;Один из видов паковки?
телегин;"Один из героев, ""ходивших по мукам"" у А.Толстого?"
троцкий;Один из главных идеологов меньшевизма в России?
сардиния;Один из двух островов, самых больших в Средиземном море, принадлежит Италии?
суша;"Один из дней сотворения мира в первой книге Библии описывается так: ""Да соберется вода, которая под небом, в одно место, и да явится ..."" Что?"
страшила;Один из друзей девочки Элли из Изумрудного города?
лава;Один из жидких продуктов извержения?
виктория;Один из крупнейших в мире водопадов, расположенный на реке Замбези в Южной Африке. Высота около 120 м, ширина 1800 м?
аскольд;Один из легендарных основателей Киева.
ромул;Один из легендарных основателей Рима.
маккартни;Один из ливерпульской четверки?
кедров;Один из МХАТовских режиссеров?
армстронг;Один из них оставил свой след в музыке - Луи Даниел,, второй - на Луне - Нил. Фамилия?
урду;Один из официальных языков Индии?
айсбергов;Один из проектов водоснабжения Африки состоял в транспортировке ... ?
колчак;Один из самых главных организаторов контреволюции в гражданскую войну?
сахаров;Один из создателей водородной бомбы (1953) в СССР. Труды по магнитной гидродинамике, физике плазмы, управляемому термоядерному синтезу, элементарным частицам, астрофизике, гравитации. Нобелевский лауреат премии мира (1975)?
совет;"Один из тех, которые по Ларошфуко ""любят давать старики, потому что уже не способны показывать дурные примеры""?"
драма;Один из трех основных родов художественной литературы?
фарандола;Один из французских народных танцев.
ноги;Один из японских генералов, сражавшихся при Порт-Артуре и Мукдене, носил фамилию ... ?
михайлов;Один их них был великим басом Большого театра - Максим Дормидонтович, а другой - капитаном сборной СССР по хоккею - Борис Петрович. Фамилия?
жениться;"Один литературный герой заявил: ""Не хочу учиться, хочу ...""?"
сингл;Один на один в теннисе?
наркоз;"Один надоедливый поклонник спросил Софи Лорен: ""Что я должен Вам дать, чтобы вы позволили мне поцеловать себя?"". Остроумная актриса ответила одним словом. Каким?"
алгол;Один из первых языков программирования компьютеров?
единомыслие;Одинаковый с кем-нибудь образ мысли?
бобыль;Одинокий холостяк?
аварцы;Однa из крyпныx нaроднoстeй Дaгеcтaнa
спид;Одна из болезней века?
эмиттер;Одна из внутренних областей полупроводникового транзистора и ведущий к ней электрод?
лаура;Одна из возлюбленных Дон-Жуана?
киевская;Одна из глубочайших Алтайских пещер (950 м) в Таджикистане украинской национальности?
полюс;Одна из двух крайних точек воображаемой оси вращения Земли?
доцент;"Одна из двух ролей Е. Леонова в фильме Л. Гайдая ""Джентльмены удачи""?"
арбат;Одна из древнейших улиц Москвы, получившая свое название еще в XV веке?
левит;Одна из книг Ветхого Завета в составе Пятикнижия (торы) Моисея?
талия;Одна из муз в греческой мифологии?
индуизм;Одна из наиболее крупных по числу последователей религий мира. Основа религии - учение о перевоплощении душ, происходящем в соответствии с законом воздания за добродетельное или дурное поведение?
елка;Одна из новогодних радостей?
сократа;Одна из программ компьютерного перевода названа в честь ... ?
бигль;Одна из самых маленьких гончих?
бок;Одна из сторон предмета?
федоскино;Одна из школ русской лаковой миниатюры?
микрон;Одна миллионная доля метра?
стих;Одна строка стихотворения?
аквафреш;Одна из зубных паст, загадивших наши телеэкраны?
линкольн;"Однажды этот неуклюжий человек, прозванный ""Лесным гигантом"", заявил: ""если не считать рабство злом, то зла в мире вообще нет."" Кто он?"
поляроид;Одни из лучших защитных экранов для мониторов делает фирма ... (рус./англ.)?
кальмаров;Одним из новейших экзотических азартных увлечений японцев являются гонки ... ?
икринка;Одно зернышко икры?
носорог;Одно и тоже название носит жук, птица и крупное африканское млекопитающее?
парниша;Одно из 30 слов  лексикона Эллочки Людоедки?
гурон;Одно из Великих озер?
смех;Одно из внешних проявлений веселья?
колено;Одно из многих, выделываемых ловким танцором?
славянофильство;Одно из направлений русской общественной мысли середины ХIХ века?
версия;Одно из объяснений какого-либо факта, события?
католичество;Одно из основных направлений христианства?
вода;Одно из самых распространенных веществ в природе?
елеосвящение;Одно из семи христианских таинств, совершаемое над больным, заключающееся в произнесении молитв, которые сопровождаются помазанием освященным елеем лба, щек, губ, груди и рук?
мичиган;Одно из тpex Великиx озeр Севеpнoй Амepики - мeньшeе пo плoщади, нo тoже очень здоровoе (58 000 кв.км)?
гурон;Одно из трех Великих озер Северной Америки - среднее (59 600 кв.км)?
Жванецкий;Одно неосторожное движение - и вы отец! - автор бессмертной фразы?
деноминация;Одновременное и одинаковое уменьшение номинала денег, ценных бумаг, цен на товары, сумм во всех расчетах?
деноминация;Одновременное и одинаковое уменьшение номинала денег, ?
микроб;Одноклеточный организм?
телега;Однокон.безрессорн.повозка, письменная жалоба (жаргон.)?
фата;Одноразовый головной убор из ткани?
знамя;Одноцветнoе или многоцветное пoлотнищe
силуэт;Одноцветное плоское изображение предмета на фоне другого цвета?
реаниматор;Оживляющий врач?
чад;Озеро в Африке?
пясино;Озеро в Красноярском крае?
селигер;Озеро на Валдайской возвышенности?
шалопай;Озорник?
таганрог;"Оказывается, в одном ""нашем"" портовом городе существует памятник Джузеппе Гарибальди. Это город ... ?"
валун;Окатанный рекой или ледником камень, глыба размером от 0,1 до 10 м?
круча;Окаянная, погубившая буланого коня (из песни)?
сомов;"Океанолог и полярный исследователь, руководитель экспедиции ""Северный полюс - 2""?"
узы;Оковы, цепи, нередко характеризующие супружеские отношения?
нок;Оконечность реи?
домодедово;Окрестности Москвы?
горшок;Округлый глиняный сосуд для приготовления и хранения пищи?
овал;Окружность яйца?
судак;Окуневая рыба?
вапити;Олень,распространенный в Северной Америке?
пятиборье;Олимпийский пентатлон - по-русски?
лоно;Олицетворение женского начала?
изюм;"Омар Хайям: "" Тот, кто в юности верует в собственный ум/Стал в погоне за истиной сух и угрюм./Притязающий с детства на знание жизни/Виноградом не став, превратится в ...""?"
яичница;Омлет без молока.
жванецкий;Он - первый президент Всемирного клуба одесситов?
феникс;Он был лучшим другом Киану Ривза до тех пор пока не умер в наркотической ломке?
паганини;Он был настолько виртуозен, что его фантастическое мастерство приписывалось дружбе с дьяволом. Кто это?
евтушенко;"Он был отчислен за бесперспективность из Литературного института, что не помешало ему за одну из своих поэм ""Мама и нейтронная бомба"" получить Государственную премию СССР 1984 года. Кто он?"
стрельцов;Он выступал за сборную СССР по футболу и до, и после нескольких лет, проведённых в заключении?
экран;Он есть в кинотеатре?
натрий;Он занимает первое место среди металлических элементов в Мировом океане?
артикль;Он имеется во многих языках, но на русский никогда не переводится?
мерфи;Он написал очень много забавных законов.
блок;"Он писал:""Сотри случайные черты - И ты увидишь: мир прекрасен""?"
прометей;Он похитил у богов огонь для человека?
пентагон;Он признал свое поражение в борьбе с тараканами и перестал эту борьбу финансировать. Это ... ?
рурк;Он решил стать актером, после того как в боксерском поединке ему порвали рот?
ламер;Он родил Юзера... Кто он?
паскаль;Он сконструировал первую счетную машину и не подозревал, что его именем назовут один из языков. Кто он?
калягин;Он сыграл тетушку Чарли в популярном отечественном фильме?
шевченко;"Он так беспощаден был и в живописи и в поэзии, что Николай I на его приговоре написал:   ""Под строжайший надзор, с запрещением писать и рисовать"". Кто он?"
тарасов;Он тренировал хоккеистов, а его дочь - фигуристов?
калягин;Он сыграл тетушку Чарли в популярном отечественном фильме?
икра;Она бывает и черная, и красная, и заморская?
уха;Она бывает черная, белая, красная, янтарная, рядовая, сборная, вялая и сладкая?
изюминка;Она маленькая, сморщенная и, как правило, коричневая. Есть не у каждой женщины, но именно с нею женщина привлекательнее. Что это?
стрела;Она пронзает влюбленное сердце?
собака;Они называют это: роза, улитка, капуста, водоворот, кренделюшка. Как этот символ называется у нас?
пчелы;Они начнут вам помогать, если вы обратитесь к апитерапевту?
импрессионисты;"Они производят впечатление кошки, которой вздумалось прогуляться по клавишам фортепиано, или обезьяны, которая овладела ящиком с красками. Так писала газета ""Фигаро"" лет 120 назад. Кто они?"
женщины;Они там, где дело нечисто, там, где гибнет все доброе и непорочное и где сатанинский принцип берет верх. Так о них говорят французские криминалисты. Кто они?
убийство;Опасное правонарушение?
люсиль;Опера А.Гретри?
алеко;"Опера С. Рахманинова, основанная на поэме А. Пушкина ""Цыганы""?"
игрок;Опера С.Прокофьева?
фауст;Опера Ш.Гуно?
травиата;"Опера Дж. Верди, основу либретто к которой составила ""Дама с камелиями"" А. Дюма?"
дива;Оперная певица?
реестр;Опись, письменный перечень?
реванш;Оплата за поражение, проигрыш?
бирка;Опознавательный знак младенца в роддоме - это ... ?
шпала;Опора для рельсов, укладываемая на балласт?
цапфа;Опорная часть оси или вала?
рефракция;Оптическая установка глаза при покое аккомодации?
диаскоп;Оптический прибор для рассматривания диапозитивов на просвет?
лазер;Оптический прибор, ?
дилер;Оптовый торговец, посредник в торговых операциях?
академик;Опытный пpеступник?
цицерон;Оратор Древнего Рима?
епископ;Орган власти и управления губернии в России конца XVIII века - возглавлял Духовную консисторию?
император;Орган власти и управления Российской империи в 20-70-е годы XVIII века - глава государства?
цветок;Орган полового размножения цветковых растений?
печень;Орган, в котором сидит у вас тот же, кто вам плешь проел?
плацента;Орган, осуществляющий связь и обмен веществ между организмом матери и плодом?
ясон;Организатор похода аргонавтов за золотым руном?
база;Организация, занимающаяся снабжением или обслуживанием?
гибрид;Организм, полученный в результате скрещивания генетически разных родительских форм (видов, пород)?
война;Организованная вооруженная борьба между государствами, нациями, социальными группами?
фракция;Организованная группа членов политической партии?
коллегии;Органы власти и управления Российской империи в 20-70-е годы XVIII века - центральные учереждения, ведавшие отдельными отраслями государственного управления и подчинявшиеся сенату?
полиция;Органы правопорядка в США?
муар;Орденская ткань?
нотебург;Орешек, крепость в истоке Невы?
ловец;Ориентир для бегущего зверя?
увертюра;Оркестровое вступление к опере, балету, спектаклю и т. п., а также самостоятельная муз. пьеса?
рокайль;Орнаментальный мотив рококо?
перемет;Орудие для ловли рыбы?
циркуль;Орудие труда чертежника?
гаубица;Орудие для навесной стрельбы по укрытым целям?
каток;Оружие для обороны крепостей?
молния;Оружие Зевса и Ильи-пророка, которое современный мужчина пришил к своей ширинке?
лира;Оружие музы?
дятел;Осведомитель (сленг)?
информатор;Осведомитель?
туша;Освежеванное и выпотрошенное тело убитого крупного животного, зверя?
фотовспышка;Осветительный прибор мгновенного действия?
взрыв;Освобождение большого количества энергии в ограниченном объеме за короткий промежуток времени?
октябрь;Осенний месяц?
сентябрь;Осенний месяц?
лен;Основа многих тканей?
базис;Основа, фундамент, основание?
современник;Основаный Пушкиным журнал?
глинка;Основателем словацкой народной партии был ... ?
дуров;Основатель известной династии цирковых артистов, клоунов и дрессировщиков?
тереза;Основательница и настоятельница католического Ордена милосердия. Нобелевская премия мира (1979).?
рубль;Основная денежная единица в СССР?
художник;"Основная профессия (теперь уже, к сожалению, бывшего) ведущего ""Что? Где? Когда?"" В.Я. Ворошилова - это ... ?"
пивовар;"Основная профессия в Фирме ""Туборг""?"
рис;Основная еда 50% населения Земли ?
легион;Основная единица в армии Др. Рима (4,5-10 тыс. чел.)?
даосизм;Основная книга северной мифологии?
художник;"Основная профессия ведущего ""Что? Где? Когда?"" В.Я. Ворошилова ?"
свист;Основное оружие Соловья-Разбойника?
кость;Основной элемент скелета человека?
урду;Основной язык Пакистана?
олово;Основным сырьём для добычи этого металла является кассетирит и консервные банки?
икар;Основоположник дельтапланеризма?
недотрога;"Особа с кредо ""только без рук""?"
рогожкина;Особенность русской национальной охоты, похоже состоит в постоянном употреблении водки, согласно фильму режиссера ... ?
мощи;Останки тел святых. ?
головотяп;"Остап Бендер: ""Меня давно влечет к административной деятельности. В душе я бюрократ и ...""?"
истребитель;"Остап-Сулейман-Берта-Мария Бендер-бей предполагал, что на его надгробии высекут: ""Здесь лежит известный теплотехник и ...""?"
гудрон;Остаток нефтеперегонки, чёрная смолистая масса, используемая при дорожных работах и пр?
каркас;Остов, скелет из балок, стержней и т.п., придающий конструкции прочность и форму?
корь;Острая вирусная болезнь,сопровождающаяся поражением дыхательных путей,сыпью?
специя;Острая приправа для кушаний, маринадов?
горчица;Острая приправа?
мэн;Остров - родина одноименной породы бесхвостых кошек?
кипр;Остров Афродиты?
кюрасао;Остров в Вест-Индии?
норфолк;Остров в Тихом океане, вблизи Австралии?
атолл;Остров кольцевой формы, окружающий мелководную лагуну, созданный деятельностью коралловых полипов?
муху;Остров Моонзундского арх.?
хонсю;Остров, на котором расположена столица Японии?
атолл;Остров, построенный кораллами?
известия;Острова в Карском море носят название газеты ... ?
куба;Островное государство в Карибском море?
инсульт;Острое нарушение мозгового кровообращения?
константин;От имени этого человека, так и не пришедшего к власти, в 1825 году была выпущена монета 1 рубль. Имя?
ящур;"От чего делали уколы в ""Кавказской пленнице"" знаменитой тройке?"
многоженства;От этого отказалась в 90-х годах прошлого века территория Юта, чтоб стать полноправным американским штатом - от ... ?
ритм;Отбивная ударника?
монтаж;Отбор и соединение фрагментов будущего фильма?
бульон;Отвар, основа всякого супа?
гельмпорт;Отверстие в кормовой части корпуса судна, через которое проходит ось руля?
